,x,y,z,v
14,122,31.0590488292,-61.0,0.289362439378
15,122,31.1489808884,-61.0,0.491398908297
16,122,31.2389129476,-61.0,0.641656865081
17,122,31.3288450069,-61.0,0.697274981233
18,122,31.4187770661,-61.0,0.60786442899
19,122,31.5,-61.0,0.40467206193
0,122,29.8,-62.0,-1.25423982588
1,122,29.8899320592,-62.0,-1.2065578539
2,122,29.9798641185,-62.0,-1.1237277708
3,122,30.0697961777,-62.0,-1.01421649946
4,122,30.1597282369,-62.0,-0.889970918862
5,122,30.2496602961,-62.0,-0.762937908082
6,122,30.3395923554,-62.0,-0.645064346068
7,122,30.4295244146,-62.0,-0.543754597104
8,122,30.5194564738,-62.0,-0.451022267076
9,122,30.609388533,-62.0,-0.36090146093
10,122,30.6993205923,-62.0,-0.267724800059
11,122,30.7892526515,-62.0,-0.165824906167
12,122,30.8791847107,-62.0,-0.0470355387894
13,122,30.96911677,-62.0,0.125297362971
14,122,31.0590488292,-62.0,0.328911589434
15,122,31.1489808884,-62.0,0.521151211033
16,122,31.2389129476,-62.0,0.659360298044
17,122,31.3288450069,-62.0,0.700882920718
18,122,31.4187770661,-62.0,0.593881684885
19,122,31.5,-62.0,0.370340070584
0,122,29.8,-63.0,-1.20951806891
1,122,29.8899320592,-63.0,-1.16352816094
2,122,29.9798641185,-63.0,-1.08353630526
3,122,30.0697961777,-63.0,-0.977795164877
4,122,30.1597282369,-63.0,-0.857342297016
5,122,30.2496602961,-63.0,-0.733215258969
6,122,30.3395923554,-63.0,-0.616451607908
7,122,30.4295244146,-63.0,-0.513157508166
8,122,30.5194564738,-63.0,-0.415034765312
9,122,30.609388533,-63.0,-0.318113457482
10,122,30.6993205923,-63.0,-0.218792231793
11,122,30.7892526515,-63.0,-0.11346973569
12,122,30.8791847107,-63.0,0.00409364803025
13,122,30.96911677,-63.0,0.171589933682
14,122,31.0590488292,-63.0,0.367723826283
15,122,31.1489808884,-63.0,0.550100487911
16,122,31.2389129476,-63.0,0.676325080492
17,122,31.3288450069,-63.0,0.704002765911
18,122,31.4187770661,-63.0,0.579955129698
19,122,31.5,-63.0,0.336841457479
0,122,29.8,-64.0,-1.16479682181
1,122,29.8899320592,-64.0,-1.12046030435
2,122,29.9798641185,-64.0,-1.04323290996
3,122,30.0697961777,-64.0,-0.941163991316
4,122,30.1597282369,-64.0,-0.824405142308
5,122,30.2496602961,-64.0,-0.703107956901
6,122,30.3395923554,-64.0,-0.587424028938
7,122,30.4295244146,-64.0,-0.482185489404
8,122,30.5194564738,-64.0,-0.378778859027
9,122,30.609388533,-64.0,-0.275198187335
10,122,30.6993205923,-64.0,-0.169875505344
11,122,30.7892526515,-64.0,-0.061242844423
12,122,30.8791847107,-64.0,0.0550405451401
13,122,30.96911677,-64.0,0.217651440823
14,122,31.0590488292,-64.0,0.406264450225
15,122,31.1489808884,-64.0,0.578780764408
16,122,31.2389129476,-64.0,0.693101574285
17,122,31.3288450069,-64.0,0.707128070713
18,122,31.4187770661,-64.0,0.566404992943
19,122,31.5,-64.0,0.304224590663
0,122,29.8,-65.0,-1.12010684642
1,122,29.8899320592,-65.0,-1.07737209336
2,122,29.9798641185,-65.0,-1.00285252435
3,122,30.0697961777,-65.0,-0.904395894371
4,122,30.1597282369,-65.0,-0.791282218126
5,122,30.2496602961,-65.0,-0.672791510379
6,122,30.3395923554,-65.0,-0.558203785775
7,122,30.4295244146,-65.0,-0.451096970266
8,122,30.5194564738,-65.0,-0.342546346513
9,122,30.609388533,-65.0,-0.23247984659
10,122,30.6993205923,-65.0,-0.121331777766
11,122,30.7892526515,-65.0,-0.00953644768055
12,122,30.8791847107,-65.0,0.105373499439
13,122,30.96911677,-65.0,0.262995510123
14,122,31.0590488292,-65.0,0.443983596128
15,122,31.1489808884,-65.0,0.606582504007
16,122,31.2389129476,-65.0,0.709036980172
17,122,31.3288450069,-65.0,0.709591770959
18,122,31.4187770661,-65.0,0.55259546313
19,122,31.5,-65.0,0.271921830319
0,122,29.8,-66.0,-1.07588392534
1,122,29.8899320592,-66.0,-1.03471043895
2,122,29.9798641185,-66.0,-0.962820979475
3,122,30.0697961777,-66.0,-0.867869481729
4,122,30.1597282369,-66.0,-0.758291919351
5,122,30.2496602961,-66.0,-0.642524266043
6,122,30.3395923554,-66.0,-0.529002495385
7,122,30.4295244146,-66.0,-0.420073339134
8,122,30.5194564738,-66.0,-0.306489873386
9,122,30.609388533,-66.0,-0.190087686616
10,122,30.6993205923,-66.0,-0.073277073712
11,122,30.7892526515,-66.0,0.0415316700448
12,122,30.8791847107,-66.0,0.154950905333
13,122,30.96911677,-66.0,0.30740169197
14,122,31.0590488292,-66.0,0.48054676799
15,122,31.1489808884,-66.0,0.633060137812
16,122,31.2389129476,-66.0,0.723615805711
17,122,31.3288450069,-66.0,0.710887775876
18,122,31.4187770661,-66.0,0.538153537265
19,122,31.5,-66.0,0.239784266472
0,122,29.8,-67.0,-1.03158107542
1,122,29.8899320592,-67.0,-0.99189705323
2,122,29.9798641185,-67.0,-0.922517047613
3,122,30.0697961777,-67.0,-0.830911941249
4,122,30.1597282369,-67.0,-0.724718892528
5,122,30.2496602961,-67.0,-0.611575059903
6,122,30.3395923554,-67.0,-0.499117601705
7,122,30.4295244146,-67.0,-0.388508031768
8,122,30.5194564738,-67.0,-0.270169453658
9,122,30.609388533,-67.0,-0.147784860491
10,122,30.6993205923,-67.0,-0.0256791466677
11,122,30.7892526515,-67.0,0.091822793
12,122,30.8791847107,-67.0,0.203529232575
13,122,30.96911677,-67.0,0.350567118274
14,122,31.0590488292,-67.0,0.515622317624
15,122,31.1489808884,-67.0,0.657882584569
16,122,31.2389129476,-67.0,0.736535672911
17,122,31.3288450069,-67.0,0.710769336353
18,122,31.4187770661,-67.0,0.522930384989
19,122,31.5,-67.0,0.207802292145
0,122,29.8,-68.0,-0.98701904192
1,122,29.8899320592,-68.0,-0.948811053308
2,122,29.9798641185,-68.0,-0.881839420669
3,122,30.0697961777,-68.0,-0.793418614869
4,122,30.1597282369,-68.0,-0.690442323808
5,122,30.2496602961,-68.0,-0.579804235447
6,122,30.3395923554,-68.0,-0.468398037623
7,122,30.4295244146,-68.0,-0.356251421106
8,122,30.5194564738,-68.0,-0.233441918817
9,122,30.609388533,-68.0,-0.105436413753
10,122,30.6993205923,-68.0,0.0215898907355
11,122,30.7892526515,-68.0,0.141461790872
12,122,30.8791847107,-68.0,0.2512373916
13,122,30.96911677,-68.0,0.392634486333
14,122,31.0590488292,-68.0,0.549373058786
15,122,31.1489808884,-68.0,0.681234335517
16,122,31.2389129476,-68.0,0.747999542949
17,122,31.3288450069,-68.0,0.70944990739
18,122,31.4187770661,-68.0,0.507137254956
19,122,31.5,-68.0,0.176175248838
0,122,29.8,-69.0,-0.94203893839
1,122,29.8899320592,-69.0,-0.90524690128
2,122,29.9798641185,-69.0,-0.840574027923
3,122,30.0697961777,-69.0,-0.755192361873
4,122,30.1597282369,-69.0,-0.655292789791
5,122,30.2496602961,-69.0,-0.547066198397
6,122,30.3395923554,-69.0,-0.436703474286
7,122,30.4295244146,-69.0,-0.323142625592
8,122,30.5194564738,-69.0,-0.196112131758
9,122,30.609388533,-69.0,-0.0628027152241
10,122,30.6993205923,-69.0,0.0688215371534
11,122,30.7892526515,-69.0,0.190796538076
12,122,30.8791847107,-69.0,0.298483309924
13,122,30.96911677,-69.0,0.434102131237
14,122,31.0590488292,-69.0,0.582406900622
15,122,31.1489808884,-69.0,0.703825606771
16,122,31.2389129476,-69.0,0.758786238248
17,122,31.3288450069,-69.0,0.707716783486
18,122,31.4187770661,-69.0,0.491479246908
19,122,31.5,-69.0,0.145457902734
0,122,29.8,-70.0,-0.897036621212
1,122,29.8899320592,-70.0,-0.861634784138
2,122,29.9798641185,-70.0,-0.799186486572
3,122,30.0697961777,-70.0,-0.716736796053
4,122,30.1597282369,-70.0,-0.619804052094
5,122,30.2496602961,-70.0,-0.513906594269
6,122,30.3395923554,-70.0,-0.404562762029
7,122,30.4295244146,-70.0,-0.289652849911
8,122,30.5194564738,-70.0,-0.158552607242
9,122,30.609388533,-70.0,-0.0201337443381
10,122,30.6993205923,-70.0,0.11589453335
11,122,30.7892526515,-70.0,0.239823019916
12,122,30.8791847107,-70.0,0.345353913133
13,122,30.96911677,-70.0,0.475152975287
14,122,31.0590488292,-70.0,0.615004919899
15,122,31.1489808884,-70.0,0.72601614276
16,122,31.2389129476,-70.0,0.769293039536
17,122,31.3288450069,-70.0,0.705942005749
18,122,31.4187770661,-70.0,0.476205390977
19,122,31.5,-70.0,0.115697089739
0,122,29.8,-71.0,-0.852260878177
1,122,29.8899320592,-71.0,-0.818212155023
2,122,29.9798641185,-71.0,-0.757924170546
3,122,30.0697961777,-71.0,-0.678323233999
4,122,30.1597282369,-71.0,-0.584275084056
5,122,30.2496602961,-71.0,-0.480645459451
6,122,30.3395923554,-71.0,-0.372300098793
7,122,30.4295244146,-71.0,-0.256084074737
8,122,30.5194564738,-71.0,-0.121019753635
9,122,30.609388533,-71.0,0.022371387436
10,122,30.6993205923,-71.0,0.162667026377
11,122,30.7892526515,-71.0,0.288444840617
12,122,30.8791847107,-71.0,0.391776352147
13,122,30.96911677,-71.0,0.515733507563
14,122,31.0590488292,-71.0,0.647128386351
15,122,31.1489808884,-71.0,0.747766402618
16,122,31.2389129476,-71.0,0.779452970352
17,122,31.3288450069,-71.0,0.703993503382
18,122,31.4187770661,-71.0,0.461055703865
19,122,31.5,-71.0,0.0864534403263
0,122,29.8,-72.0,-0.807665406612
1,122,29.8899320592,-72.0,-0.774933348265
2,122,29.9798641185,-72.0,-0.716756777981
3,122,30.0697961777,-72.0,-0.639946380108
4,122,30.1597282369,-72.0,-0.548731517455
5,122,30.2496602961,-72.0,-0.447341552883
6,122,30.3395923554,-72.0,-0.340005849133
7,122,30.4295244146,-72.0,-0.222553695043
8,122,30.5194564738,-72.0,-0.0836549733101
9,122,30.609388533,-72.0,0.0645468666097
10,122,30.6993205923,-72.0,0.208944959795
11,122,30.7892526515,-72.0,0.336432440836
12,122,30.8791847107,-72.0,0.437472581312
13,122,30.96911677,-72.0,0.555471295324
14,122,31.0590488292,-72.0,0.678283380084
15,122,31.1489808884,-72.0,0.76847109039
16,122,31.2389129476,-72.0,0.788596680928
17,122,31.3288450069,-72.0,0.701222406213
18,122,31.4187770661,-72.0,0.445536510652
19,122,31.5,-72.0,0.0574928257301
0,122,29.8,-73.0,-0.763404213261
1,122,29.8899320592,-73.0,-0.731920916479
2,122,29.9798641185,-73.0,-0.675757267995
3,122,30.0697961777,-73.0,-0.601612200031
4,122,30.1597282369,-73.0,-0.513109243024
5,122,30.2496602961,-73.0,-0.413871927461
6,122,30.3395923554,-73.0,-0.307523783709
7,122,30.4295244146,-73.0,-0.188908358075
8,122,30.5194564738,-73.0,-0.0463365416148
9,122,30.609388533,-73.0,0.106464817354
10,122,30.6993205923,-73.0,0.254743524612
11,122,30.7892526515,-73.0,0.383747385442
12,122,30.8791847107,-73.0,0.482362191145
13,122,30.96911677,-73.0,0.594228640526
14,122,31.0590488292,-73.0,0.708265354107
15,122,31.1489808884,-73.0,0.787870860522
16,122,31.2389129476,-73.0,0.796443688301
17,122,31.3288450069,-73.0,0.697382365785
18,122,31.4187770661,-73.0,0.429519967178
19,122,31.5,-73.0,0.0288689921253
0,122,29.8,-74.0,-0.719078631598
1,122,29.8899320592,-74.0,-0.688819375497
2,122,29.9798641185,-74.0,-0.634560426037
3,122,30.0697961777,-74.0,-0.562913245296
4,122,30.1597282369,-74.0,-0.476950047407
5,122,30.2496602961,-74.0,-0.37974304655
6,122,30.3395923554,-74.0,-0.274364456786
7,122,30.4295244146,-74.0,-0.154724902712
8,122,30.5194564738,-74.0,-0.00876366772029
9,122,30.609388533,-74.0,0.148276172834
10,122,30.6993205923,-74.0,0.300065308715
11,122,30.7892526515,-74.0,0.430274429176
12,122,30.8791847107,-74.0,0.526270203798
13,122,30.96911677,-74.0,0.631821841246
14,122,31.0590488292,-74.0,0.736915606907
15,122,31.1489808884,-74.0,0.805854132846
16,122,31.2389129476,-74.0,0.802940051026
17,122,31.3288450069,-74.0,0.692475993211
18,122,31.4187770661,-74.0,0.413066129971
19,122,31.5,-74.0,0.000708621817454
0,122,29.8,-75.0,-0.674513096779
1,122,29.8899320592,-75.0,-0.64543084303
2,122,29.9798641185,-75.0,-0.592995062373
3,122,30.0697961777,-75.0,-0.523738293402
4,122,30.1597282369,-75.0,-0.440212757077
5,122,30.2496602961,-75.0,-0.344970674407
6,122,30.3395923554,-75.0,-0.240564266282
7,122,30.4295244146,-75.0,-0.120006715982
8,122,30.5194564738,-75.0,0.0291351256514
9,122,30.609388533,-75.0,0.190151320894
10,122,30.6993205923,-75.0,0.34518605456
11,122,30.7892526515,-75.0,0.476383510937
12,122,30.8791847107,-75.0,0.569634000876
13,122,30.96911677,-75.0,0.668749038913
14,122,31.0590488292,-75.0,0.764789021016
15,122,31.1489808884,-75.0,0.823018815986
16,122,31.2389129476,-75.0,0.808703292523
17,122,31.3288450069,-75.0,0.68710731912
18,122,31.4187770661,-75.0,0.396714234506
19,122,31.5,-75.0,-0.0265569836993
0,122,29.8,-76.0,-0.629930607844
1,122,29.8899320592,-76.0,-0.601992705075
2,122,29.9798641185,-76.0,-0.55129772125
3,122,30.0697961777,-76.0,-0.484314347502
4,122,30.1597282369,-76.0,-0.403108548335
5,122,30.2496602961,-76.0,-0.3097462883
6,122,30.3395923554,-76.0,-0.206293531826
7,122,30.4295244146,-76.0,-0.0849045523949
8,122,30.5194564738,-76.0,0.0672267230643
9,122,30.609388533,-76.0,0.231977328637
10,122,30.6993205923,-76.0,0.390020160865
11,122,30.7892526515,-76.0,0.522028115755
12,122,30.8791847107,-76.0,0.612464446493
13,122,30.96911677,-76.0,0.705125209688
14,122,31.0590488292,-76.0,0.792133994776
15,122,31.1489808884,-76.0,0.839742806107
16,122,31.2389129476,-76.0,0.814203647941
17,122,31.3288450069,-76.0,0.681768524314
18,122,31.4187770661,-76.0,0.38087297893
19,122,31.5,-76.0,-0.0526799681684
0,122,29.8,-77.0,-0.585653919145
1,122,29.8899320592,-77.0,-0.558830088452
2,122,29.9798641185,-77.0,-0.5098153431
3,122,30.0697961777,-77.0,-0.445023412234
4,122,30.1597282369,-77.0,-0.366054125154
5,122,30.2496602961,-77.0,-0.274507311203
6,122,30.3395923554,-77.0,-0.171982799609
7,122,30.4295244146,-77.0,-0.0497994851104
8,122,30.5194564738,-77.0,0.10522123368
9,122,30.609388533,-77.0,0.273576625009
10,122,30.6993205923,-77.0,0.434502453518
11,122,30.7892526515,-77.0,0.567234483303
12,122,30.8791847107,-77.0,0.654840049937
13,122,30.96911677,-77.0,0.741072835515
14,122,31.0590488292,-77.0,0.819108481093
15,122,31.1489808884,-77.0,0.856192169108
16,122,31.2389129476,-77.0,0.819569081912
17,122,31.3288450069,-77.0,0.676484401624
18,122,31.4187770661,-77.0,0.365354788439
19,122,31.5,-77.0,-0.0781513938855
0,122,29.8,-78.0,-0.541616186608
1,122,29.8899320592,-78.0,-0.515879042617
2,122,29.9798641185,-78.0,-0.468506125999
3,122,30.0697961777,-78.0,-0.405859609874
4,122,30.1597282369,-78.0,-0.329086669861
5,122,30.2496602961,-78.0,-0.239334481623
6,122,30.3395923554,-78.0,-0.137750220706
7,122,30.4295244146,-78.0,-0.0148363003938
8,122,30.5194564738,-78.0,0.142954224086
9,122,30.609388533,-78.0,0.314767713275
10,122,30.6993205923,-78.0,0.478432652469
11,122,30.7892526515,-78.0,0.611777526414
12,122,30.8791847107,-78.0,0.696499376382
13,122,30.96911677,-78.0,0.77626414547
14,122,31.0590488292,-78.0,0.845300630302
15,122,31.1489808884,-78.0,0.87187566018
16,122,31.2389129476,-78.0,0.824256064321
17,122,31.3288450069,-78.0,0.670708671701
18,122,31.4187770661,-78.0,0.349690849009
19,122,31.5,-78.0,-0.103298629532
0,122,29.8,-79.0,-0.4979316963
1,122,29.8899320592,-79.0,-0.473237349087
2,122,29.9798641185,-79.0,-0.427435110076
3,122,30.0697961777,-79.0,-0.366840927517
4,122,30.1597282369,-79.0,-0.29217268633
5,122,30.2496602961,-79.0,-0.204148271473
6,122,30.3395923554,-79.0,-0.103485567788
7,122,30.4295244146,-79.0,0.0201060524007
8,122,30.5194564738,-79.0,0.18054627733
9,122,30.609388533,-79.0,0.355661033993
10,122,30.6993205923,-79.0,0.521902550361
11,122,30.7892526515,-79.0,0.655723053841
12,122,30.8791847107,-79.0,0.737473532391
13,122,30.96911677,-79.0,0.810652335716
14,122,31.0590488292,-79.0,0.870558802979
15,122,31.1489808884,-79.0,0.886545726524
16,122,31.2389129476,-79.0,0.827965898615
17,122,31.3288450069,-79.0,0.664172111267
18,122,31.4187770661,-79.0,0.333765985209
19,122,31.5,-79.0,-0.127990944791
0,122,29.8,-80.0,-0.454474095916
1,122,29.8899320592,-80.0,-0.43076131388
2,122,29.9798641185,-80.0,-0.386422055862
3,122,30.0697961777,-80.0,-0.327735487922
4,122,30.1597282369,-80.0,-0.255029139983
5,122,30.2496602961,-80.0,-0.168630542011
6,122,30.3395923554,-80.0,-0.0688672238516
7,122,30.4295244146,-80.0,0.0553032949635
8,122,30.5194564738,-80.0,0.218178120979
9,122,30.609388533,-80.0,0.396317991031
10,122,30.6993205923,-80.0,0.564855300322
11,122,30.7892526515,-80.0,0.698922443482
12,122,30.8791847107,-80.0,0.777572312153
13,122,30.96911677,-80.0,0.84404342278
14,122,31.0590488292,-80.0,0.894710968533
15,122,31.1489808884,-80.0,0.900074410961
16,122,31.2389129476,-80.0,0.830633211544
17,122,31.3288450069,-80.0,0.656886831497
18,122,31.4187770661,-80.0,0.317695025153
19,122,31.5,-80.0,-0.151986385376
0,122,29.8,-81.0,-0.411036233117
1,122,29.8899320592,-81.0,-0.388287527488
2,122,29.9798641185,-81.0,-0.345328603252
3,122,30.0697961777,-81.0,-0.288420843368
4,122,30.1597282369,-81.0,-0.217543756329
5,122,30.2496602961,-81.0,-0.132676850665
6,122,30.3395923554,-81.0,-0.0337996347872
7,122,30.4295244146,-81.0,0.0908369989793
8,122,30.5194564738,-81.0,0.255912103718
9,122,30.609388533,-81.0,0.43678222028
10,122,30.6993205923,-81.0,0.607322245467
11,122,30.7892526515,-81.0,0.741407075501
12,122,30.8791847107,-81.0,0.816846077057
13,122,30.96911677,-81.0,0.876537850428
14,122,31.0590488292,-81.0,0.917928479343
15,122,31.1489808884,-81.0,0.912707994142
16,122,31.2389129476,-81.0,0.832566425096
17,122,31.3288450069,-81.0,0.649193802205
18,122,31.4187770661,-81.0,0.301808314919
19,122,31.5,-81.0,-0.174995146001
0,122,29.8,-82.0,-0.367605507904
1,122,29.8899320592,-82.0,-0.345770554733
2,122,29.9798641185,-82.0,-0.304126928052
3,122,30.0697961777,-82.0,-0.248920992363
4,122,30.1597282369,-82.0,-0.179803622392
5,122,30.2496602961,-82.0,-0.0964256929063
6,122,30.3395923554,-82.0,0.00156192144749
7,122,30.4295244146,-82.0,0.126586683302
8,122,30.5194564738,-82.0,0.293702201626
9,122,30.609388533,-82.0,0.477104622739
10,122,30.6993205923,-82.0,0.649456715009
11,122,30.7892526515,-82.0,0.783421246221
12,122,30.8791847107,-82.0,0.855603776885
13,122,30.96911677,-82.0,0.908504691026
14,122,31.0590488292,-82.0,0.940637356211
15,122,31.1489808884,-82.0,0.92491433645
16,122,31.2389129476,-82.0,0.834248195691
17,122,31.3288450069,-82.0,0.641551497602
18,122,31.4187770661,-82.0,0.286480446073
19,122,31.5,-82.0,-0.196774821525
0,122,29.8,-83.0,-0.324476272277
1,122,29.8899320592,-83.0,-0.303535037913
2,122,29.9798641185,-83.0,-0.263152007951
3,122,30.0697961777,-83.0,-0.209568738512
4,122,30.1597282369,-83.0,-0.142129952444
5,122,30.2496602961,-83.0,-0.0601803726288
6,122,30.3395923554,-83.0,0.0369352781667
7,122,30.4295244146,-83.0,0.162294189956
8,122,30.5194564738,-83.0,0.331321161343
9,122,30.609388533,-83.0,0.517094011467
10,122,30.6993205923,-83.0,0.691106741511
11,122,30.7892526515,-83.0,0.82485335207
12,122,30.8791847107,-83.0,0.893775749006
13,122,30.96911677,-83.0,0.939950422429
14,122,31.0590488292,-83.0,0.962939663159
15,122,31.1489808884,-83.0,0.936877222819
16,122,31.2389129476,-83.0,0.835896852978
17,122,31.3288450069,-83.0,0.634132304915
18,122,31.4187770661,-83.0,0.27170941414
19,122,31.5,-83.0,-0.217601140699
0,122,29.8,-84.0,-0.281794230208
1,122,29.8899320592,-84.0,-0.261716883384
2,122,29.9798641185,-84.0,-0.222547118546
3,122,30.0697961777,-84.0,-0.17052582173
4,122,30.1597282369,-84.0,-0.10470584969
5,122,30.2496602961,-84.0,-0.0241400592156
6,122,30.3395923554,-84.0,0.0721186930187
7,122,30.4295244146,-84.0,0.197779494829
8,122,30.5194564738,-84.0,0.368636647864
9,122,30.609388533,-84.0,0.55667561663
10,122,30.6993205923,-84.0,0.732248384224
11,122,30.7892526515,-84.0,0.865706933144
12,122,30.8791847107,-84.0,0.931353813894
13,122,30.96911677,-84.0,0.970819342105
14,122,31.0590488292,-84.0,0.984706602587
15,122,31.1489808884,-84.0,0.948376542061
16,122,31.2389129476,-84.0,0.837190107199
17,122,31.3288450069,-84.0,0.626508244375
18,122,31.4187770661,-84.0,0.256950878905
19,122,31.5,-84.0,-0.238146621239
0,122,29.8,-85.0,-0.239452402157
1,122,29.8899320592,-85.0,-0.22021658478
2,122,29.9798641185,-85.0,-0.182217681696
3,122,30.0697961777,-85.0,-0.131701591201
4,122,30.1597282369,-85.0,-0.067446647836
5,122,30.2496602961,-85.0,0.0117688138235
6,122,30.3395923554,-85.0,0.107166459317
7,122,30.4295244146,-85.0,0.233065360224
8,122,30.5194564738,-85.0,0.405626938374
9,122,30.609388533,-85.0,0.595776398038
10,122,30.6993205923,-85.0,0.772756775204
11,122,30.7892526515,-85.0,0.905811105261
12,122,30.8791847107,-85.0,0.968130700997
13,122,30.96911677,-85.0,1.00084577228
14,122,31.0590488292,-85.0,1.00560324579
15,122,31.1489808884,-85.0,0.9590267043
16,122,31.2389129476,-85.0,0.837739730552
17,122,31.3288450069,-85.0,0.618365906976
18,122,31.4187770661,-85.0,0.242093199247
19,122,31.5,-85.0,-0.258220329662
0,122,29.8,-86.0,-0.19755328017
1,122,29.8899320592,-86.0,-0.179101638618
2,122,29.9798641185,-86.0,-0.14218396699
3,122,30.0697961777,-86.0,-0.093056050298
4,122,30.1597282369,-86.0,-0.0302499831133
5,122,30.2496602961,-86.0,0.0477021399562
6,122,30.3395923554,-86.0,0.142268224418
7,122,30.4295244146,-86.0,0.268346412532
8,122,30.5194564738,-86.0,0.442467396796
9,122,30.609388533,-86.0,0.634538336837
10,122,30.6993205923,-86.0,0.812736520726
11,122,30.7892526515,-86.0,0.945239235932
12,122,30.8791847107,-86.0,1.00416282566
13,122,30.96911677,-86.0,1.03006062934
14,122,31.0590488292,-86.0,1.0256305326
15,122,31.1489808884,-86.0,0.968811755741
16,122,31.2389129476,-86.0,0.837543519063
17,122,31.3288450069,-86.0,0.609765042536
18,122,31.4187770661,-86.0,0.22733092607
19,122,31.5,-86.0,-0.277440837897
0,122,29.8,-87.0,-0.155919829326
1,122,29.8899320592,-87.0,-0.13821756455
2,122,29.9798641185,-87.0,-0.102284827252
3,122,30.0697961777,-87.0,-0.0544033265562
4,122,30.1597282369,-87.0,0.00709901177793
5,122,30.2496602961,-87.0,0.0838942619561
6,122,30.3395923554,-87.0,0.177654498298
7,122,30.4295244146,-87.0,0.303810003883
8,122,30.5194564738,-87.0,0.479262757517
9,122,30.609388533,-87.0,0.67296665572
10,122,30.6993205923,-87.0,0.852099602707
11,122,30.7892526515,-87.0,0.983839502087
12,122,30.8791847107,-87.0,1.03928668517
13,122,30.96911677,-87.0,1.05834413086
14,122,31.0590488292,-87.0,1.04474955641
15,122,31.1489808884,-87.0,0.977792060816
16,122,31.2389129476,-87.0,0.836760743028
17,122,31.3288450069,-87.0,0.600944701683
18,122,31.4187770661,-87.0,0.212958670264
19,122,31.5,-87.0,-0.29546867912
0,122,29.8,-88.0,-0.114437291303
1,122,29.8899320592,-88.0,-0.0974503350346
2,122,29.9798641185,-88.0,-0.0624529289097
3,122,30.0697961777,-88.0,-0.0157558528825
4,122,30.1597282369,-88.0,0.0444993195603
5,122,30.2496602961,-88.0,0.120171014898
6,122,30.3395923554,-88.0,0.213117659725
7,122,30.4295244146,-88.0,0.339273164568
8,122,30.5194564738,-88.0,0.51590083272
9,122,30.609388533,-88.0,0.71104686432
10,122,30.6993205923,-88.0,0.890937107645
11,122,30.7892526515,-88.0,1.02179741036
12,122,30.8791847107,-88.0,1.07375416618
13,122,30.96911677,-88.0,1.0860079709
14,122,31.0590488292,-88.0,1.06332824565
15,122,31.1489808884,-88.0,0.986377976079
16,122,31.2389129476,-88.0,0.835820147813
17,122,31.3288450069,-88.0,0.592317746149
18,122,31.4187770661,-88.0,0.199321067053
19,122,31.5,-88.0,-0.312070470696
0,122,29.8,-89.0,-0.0732881684451
1,122,29.8899320592,-89.0,-0.0569837739425
2,122,29.9798641185,-89.0,-0.0228742106278
3,122,30.0697961777,-89.0,0.0226976287554
4,122,30.1597282369,-89.0,0.0817614551137
5,122,30.2496602961,-89.0,0.156346979321
6,122,30.3395923554,-89.0,0.248483912365
7,122,30.4295244146,-89.0,0.374584366088
8,122,30.5194564738,-89.0,0.552262901224
9,122,30.609388533,-89.0,0.748699311471
10,122,30.6993205923,-89.0,0.929210334252
11,122,30.7892526515,-89.0,1.05911270638
12,122,30.8791847107,-89.0,1.10759846047
13,122,30.96911677,-89.0,1.11313777857
14,122,31.0590488292,-89.0,1.08151489176
15,122,31.1489808884,-89.0,0.994768099202
16,122,31.2389129476,-89.0,0.834935700025
17,122,31.3288450069,-89.0,0.584055993029
18,122,31.4187770661,-89.0,0.186456665847
19,122,31.5,-89.0,-0.327411216153
0,122,29.8,-90.0,-0.0326290892226
1,122,29.8899320592,-90.0,-0.016985930908
2,122,29.9798641185,-90.0,0.0162737786134
3,122,30.0697961777,-90.0,0.0607712930074
4,122,30.1597282369,-90.0,0.118695228574
5,122,30.2496602961,-90.0,0.19223420158
6,122,30.3395923554,-90.0,0.283576828407
7,122,30.4295244146,-90.0,0.409596697108
8,122,30.5194564738,-90.0,0.588256567811
9,122,30.609388533,-90.0,0.785895010392
10,122,30.6993205923,-90.0,0.966945667984
11,122,30.7892526515,-90.0,1.0958421831
12,122,30.8791847107,-90.0,1.14086680969
13,122,30.96911677,-90.0,1.13975064948
14,122,31.0590488292,-90.0,1.09927838131
15,122,31.1489808884,-90.0,1.00285565414
16,122,31.2389129476,-90.0,0.833888116921
17,122,31.3288450069,-90.0,0.575781418242
18,122,31.4187770661,-90.0,0.173745533477
19,122,31.5,-90.0,-0.342422505157
0,122,29.8,-91.0,0.00749172076234
1,122,29.8899320592,-91.0,0.0224930027223
2,122,29.9798641185,-91.0,0.0549423757625
3,122,30.0697961777,-91.0,0.0984201511511
4,122,30.1597282369,-91.0,0.15525830367
5,122,30.2496602961,-91.0,0.227788808071
6,122,30.3395923554,-91.0,0.318343639218
7,122,30.4295244146,-91.0,0.444237359367
8,122,30.5194564738,-91.0,0.623777717386
9,122,30.609388533,-91.0,0.822492630237
10,122,30.6993205923,-91.0,1.00396420149
11,122,30.7892526515,-91.0,1.1317745341
12,122,30.8791847107,-91.0,1.17332472782
13,122,30.96911677,-91.0,1.16557996836
14,122,31.0590488292,-91.0,1.11631606678
15,122,31.1489808884,-91.0,1.01031369503
16,122,31.2389129476,-91.0,0.832353525086
17,122,31.3288450069,-91.0,0.567216228549
18,122,31.4187770661,-91.0,0.161032802021
